attrib-name,AARD,ADAMTSL4,ARHGEF10,BCAS1,CCND1,CEP57,CNDP1,CSMD1,CYP24A1,DNAH9,DOK5,EIF3H,ENSA,FGF19,GABRG3,GOLPH3L,HORMAD1,LATS1,MAP2K4,MCL1,ORAOV1,PFDN4,POU5F1B,PSMG4,RAD21,RCBTB2
TCGA-AR-A2LM,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-AR-A0U3,1,0,-2,0,2,-1,0,-2,0,-1,0,1,0,2,0,0,0,0,-1,0,2,0,2,0,1,1
TCGA-D8-A27T,0,1,0,0,0,0,0,0,0,-2,0,0,1,0,0,1,1,0,-2,1,0,0,0,0,0,-1
TCGA-GM-A2DH,1,1,1,0,1,1,1,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,-1
TCGA-BH-A0HB,1,0,-1,1,0,-1,1,-1,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,-1,1,-1
TCGA-A7-A4SD,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1
TCGA-E9-A54Y,2,1,-1,1,0,0,-1,-1,1,-1,1,2,1,0,0,1,1,-1,-1,1,0,1,2,1,2,-1
TCGA-A7-A13D,2,2,-1,1,-1,-1,-1,-1,1,-1,1,2,2,-1,-1,2,2,-1,-1,2,-1,1,2,1,2,-1
TCGA-C8-A26V,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1
TCGA-D8-A27K,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-BH-A0E2,1,0,-1,1,0,-1,0,-1,1,-1,1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,1,1
TCGA-BH-A0DD,1,1,0,1,2,-1,1,0,1,-1,1,1,1,2,0,1,1,0,-1,1,2,1,2,0,1,-1
TCGA-D8-A1X5,1,1,0,2,1,-1,-1,0,2,-1,2,1,1,1,0,1,1,1,-1,1,1,2,1,1,1,-1
TCGA-D8-A1JD,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,0,1,-2
TCGA-A7-A26E,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,1,1,0,-1,1,-1,-1,0,0,0,-1
TCGA-AO-A03U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-AC-A2FG,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-A2-A25E,1,0,-1,1,0,-1,1,-1,1,0,1,1,0,0,0,0,0,-1,0,0,0,1,1,0,1,-1
TCGA-A1-A0SG,1,0,-2,1,0,0,0,-2,1,0,1,1,0,0,0,0,0,-2,0,0,0,1,1,-2,1,0
TCGA-AC-A2QJ,1,1,-1,1,0,0,-1,-1,1,-1,1,1,1,0,-1,1,1,0,-1,1,0,1,1,0,1,-1
TCGA-BH-A0W5,1,0,-1,1,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
TCGA-D8-A1XL,1,1,-2,1,0,0,-1,-2,1,-1,1,1,1,0,-1,1,1,-1,-1,1,0,1,1,1,1,-1
TCGA-BH-A0HI,0,1,0,1,0,0,-1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TCGA-B6-A0WY,2,0,-1,1,1,-1,-1,-1,1,-1,1,2,0,1,-1,0,0,-1,-1,0,1,1,2,1,2,1
TCGA-AR-A24R,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,0
TCGA-D8-A1XM,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-A2-A0SU,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A1EO,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,0
TCGA-D8-A1XF,1,1,0,1,2,-1,0,0,1,-1,1,1,1,2,-1,1,1,-1,-1,1,2,1,1,0,1,1
TCGA-LL-A5YO,1,1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,0,1,1,0,-1,1,-1,0,1,0,1,-1
TCGA-E9-A243,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,-2,0,1,0,0,1,0,1,0
TCGA-AC-A5XS,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,-1,0,1,0,1,0,1,0,0
TCGA-E9-A1N8,1,1,-1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1
TCGA-OL-A5RU,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E2-A1LK,2,1,-1,1,1,1,-1,-1,1,1,1,2,1,1,-1,1,1,0,1,1,1,1,2,0,2,-1
TCGA-E2-A56Z,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1
TCGA-E9-A1R2,1,1,-1,1,0,-1,1,-1,1,-1,1,1,1,0,0,1,1,0,-1,1,0,1,1,0,1,-1
TCGA-A2-A1G1,1,0,1,1,1,1,-1,1,1,-1,1,1,0,1,-1,0,0,1,-1,0,1,1,1,0,1,1
TCGA-AR-A1AI,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,0,1,-1
TCGA-BH-A0B3,2,2,0,1,0,1,-2,0,1,-1,1,2,2,0,0,2,2,1,-1,2,0,1,2,2,2,-1
TCGA-AR-A1AY,1,1,1,1,0,0,0,1,1,-1,1,1,1,0,-1,1,1,-1,-1,1,0,1,2,-1,1,-1
TCGA-E2-A15I,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-B6-A0RT,2,2,0,0,0,0,2,0,0,-2,0,2,2,0,0,2,2,0,-2,2,0,0,2,0,2,0
TCGA-E9-A5FL,2,0,1,1,1,1,-1,2,1,-1,1,2,0,1,-1,0,0,0,-1,0,1,1,2,0,2,1
TCGA-B6-A401,1,1,-1,1,0,0,1,-1,1,1,1,1,1,0,0,1,1,-1,1,1,0,1,1,-1,1,-1
TCGA-GM-A2D9,0,1,-1,0,1,-1,0,-1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
TCGA-C8-A26X,1,1,-1,0,0,0,-1,-1,0,-1,0,1,1,0,1,1,1,1,-1,1,0,0,1,-1,1,-1
TCGA-E2-A1IE,0,0,-1,1,1,-1,0,-1,1,-1,1,0,0,1,0,0,0,-1,-1,0,1,1,0,0,0,-1
TCGA-AR-A1AX,1,0,-1,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,1,0
TCGA-D8-A1JU,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
TCGA-D8-A1Y1,1,1,1,1,0,0,0,1,1,-1,1,1,1,0,-1,1,1,-1,-1,1,0,1,1,-1,1,-1
TCGA-GM-A3NY,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-AR-A0U2,2,1,-2,1,2,-1,-1,-2,1,-1,1,2,1,2,1,1,1,-1,-1,1,2,1,2,0,2,-1
TCGA-BH-A5J0,1,1,-2,1,0,-1,-1,-2,1,-1,1,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,-1
TCGA-E2-A2P6,0,1,0,0,2,-1,-1,0,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-A1-A0SH,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,1,0
TCGA-AC-A3HN,0,1,0,0,2,-1,0,0,0,0,0,0,1,2,0,1,1,0,0,1,2,0,0,0,0,0
TCGA-D8-A1JB,0,1,-1,1,0,0,0,-1,1,-1,1,0,1,0,0,1,1,-1,-1,1,0,1,0,1,0,0
TCGA-BH-A0GY,2,1,0,2,1,1,-1,0,2,0,2,2,1,1,0,1,1,0,0,1,1,2,2,0,2,0
TCGA-EW-A423,0,1,0,1,2,-1,-1,0,1,-1,1,0,1,2,-1,1,1,1,-1,1,2,1,0,1,0,1
TCGA-E2-A1LL,-1,0,-2,1,-1,-1,-1,-2,1,-1,1,-1,0,-1,1,0,0,-1,-1,0,-1,1,-1,1,-1,-1
TCGA-D8-A27R,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1
TCGA-AR-A24O,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-AO-A128,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
TCGA-A2-A3KD,1,1,0,0,1,-1,0,1,0,-1,0,1,1,1,0,1,1,0,-1,1,1,0,1,0,1,0
TCGA-AR-A24Z,2,1,-1,1,2,-1,1,-1,1,-1,1,2,1,2,-1,1,1,1,-1,1,2,1,2,-1,2,-1
TCGA-E9-A1R5,1,1,-1,1,0,0,0,-1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,-1,0,1,0
TCGA-EW-A1P4,0,0,0,-1,-1,-1,2,0,-1,-1,-1,0,0,-1,-1,0,0,1,-1,0,-1,-1,2,0,0,0
TCGA-BH-A1FL,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0
TCGA-A2-A259,1,0,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,1,0
TCGA-E9-A1NA,0,2,0,1,1,-1,-1,0,-1,-1,-1,0,2,1,-1,2,2,-1,-1,2,1,-1,0,-1,0,-2
TCGA-B6-A0X7,1,1,-1,0,0,-1,0,-1,0,-1,0,1,1,0,0,1,1,0,-1,1,0,0,1,0,1,0
TCGA-EW-A1J6,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1
TCGA-A8-A075,2,0,-1,1,1,1,-1,-1,1,-1,1,2,0,1,0,0,0,1,-1,0,1,1,2,1,2,1
TCGA-GM-A2DB,0,0,-1,0,1,1,0,-1,0,-1,0,0,0,1,0,0,0,-1,-1,0,1,0,1,-1,0,-1
TCGA-BH-A0BT,1,1,-2,1,1,1,-1,-2,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
TCGA-A1-A0SK,1,1,-2,1,1,0,1,-2,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-2
TCGA-BH-A0H6,2,0,-1,0,0,0,1,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
TCGA-AO-A0JF,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-AR-A254,1,1,-1,2,0,0,0,-1,2,-1,2,1,1,0,1,1,1,0,-1,1,0,2,1,0,1,-1
TCGA-E2-A108,2,0,-1,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
TCGA-E2-A1LA,2,1,-1,0,1,-1,0,-1,0,-1,0,2,1,1,1,1,1,-1,-1,1,1,0,2,0,2,-1
TCGA-AR-A1AV,0,1,0,1,2,-1,-1,0,1,1,1,0,1,2,1,1,1,1,1,1,2,1,0,1,0,1
TCGA-BH-A0H9,0,1,0,2,0,0,-1,0,-2,0,-2,0,1,0,-1,1,1,0,0,1,0,-2,0,0,0,0
TCGA-A7-A3J1,0,1,-1,0,0,-1,-1,-1,0,0,0,0,1,0,-1,1,1,-1,0,1,0,0,0,0,0,0
TCGA-E9-A226,0,-1,-2,2,0,0,0,-2,2,-1,1,0,-1,0,-1,-1,-1,0,-1,-1,0,2,0,0,0,0
TCGA-A2-A0CR,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
TCGA-D8-A27W,2,1,-1,1,1,-1,0,-1,1,0,1,2,1,1,0,1,1,-1,0,1,1,1,2,0,2,1
TCGA-A1-A0SM,1,2,0,0,2,-1,0,0,0,0,0,1,2,2,0,2,2,0,0,2,2,0,0,0,1,0
TCGA-AO-A0JB,1,1,-1,1,0,0,-1,-1,1,-1,1,2,1,0,-1,1,1,0,-1,1,0,1,2,0,1,1
TCGA-E2-A1AZ,1,2,1,1,1,1,1,1,1,-1,1,1,2,1,-1,2,2,-1,-1,2,1,1,1,-1,1,-1
TCGA-B6-A408,2,1,-1,1,1,1,1,-1,1,-1,1,2,1,1,1,1,1,-1,-1,1,1,1,2,1,2,-1
TCGA-B6-A0WW,1,1,-1,0,2,-1,-1,-1,0,0,0,1,1,2,0,1,1,0,0,1,2,0,1,0,1,-1
TCGA-E9-A22A,1,1,0,0,0,0,0,-1,0,-1,0,1,1,0,0,1,1,-1,-1,1,0,0,1,0,1,0
TCGA-A7-A3J0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
TCGA-A2-A4RW,1,1,-1,0,0,-1,0,-1,0,-1,0,1,1,0,-1,1,1,0,-1,1,0,0,1,-1,1,-1
TCGA-A2-A0YH,2,1,-1,1,0,0,-1,-1,1,-1,1,2,1,0,0,1,1,0,-1,1,0,1,2,0,2,0
TCGA-E9-A1N5,1,0,1,1,2,-1,0,1,1,-1,1,1,0,2,0,0,0,-1,-1,0,2,1,1,0,1,0
TCGA-AC-A3TM,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,1,0,0,0,0,0,0
TCGA-BH-A0DI,1,0,-1,0,2,-1,0,-1,0,-1,0,1,0,2,1,0,0,-1,-1,0,2,0,1,0,1,0
TCGA-AO-A1KR,1,1,-1,0,0,0,0,-1,0,-1,0,1,1,0,1,1,1,-1,-1,1,0,0,2,-1,1,-1
TCGA-AN-A0XP,0,2,0,1,0,0,-1,0,1,-1,1,0,2,0,0,2,2,0,-1,2,0,1,0,0,0,0
TCGA-BH-A1ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AR-A2LJ,0,1,0,0,2,-1,0,0,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-AR-A24S,1,0,-2,1,0,0,-1,-2,1,-1,-1,1,0,0,-1,0,0,0,-1,0,0,1,1,0,1,-1
TCGA-D8-A1JT,2,1,-1,1,0,0,1,-1,1,-1,1,2,1,0,0,1,1,0,-1,1,0,1,2,0,2,-1
TCGA-A7-A13F,1,1,1,2,-1,-1,-1,1,2,-1,2,1,1,-1,1,1,1,-1,-1,1,-1,2,1,1,1,-1
TCGA-BH-A0DG,0,1,-2,1,1,-1,0,2,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0
TCGA-A2-A0YC,0,1,0,0,1,-1,0,0,0,-1,0,0,1,1,0,1,1,0,-1,1,1,0,0,0,0,0
TCGA-E9-A22H,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,-1
TCGA-A2-A4S1,1,0,1,0,0,-1,-1,1,0,-1,0,1,0,0,1,0,0,-1,-1,0,0,0,1,1,1,-1
TCGA-AR-A1AQ,1,1,0,0,0,0,1,0,0,-1,0,1,1,0,-1,1,1,0,-1,1,0,0,1,-1,1,0
TCGA-A2-A1FX,1,1,-1,1,2,-1,-1,-1,1,1,1,1,1,2,0,1,1,-1,1,1,2,1,1,1,1,0
TCGA-BH-A1FE,2,-1,-1,2,0,-1,0,-1,2,-1,2,2,-1,0,0,-1,-1,-1,-1,-1,0,2,2,0,2,-1
TCGA-AC-A62X,1,1,1,0,0,0,0,1,0,-1,0,1,1,0,-1,1,1,1,-1,1,0,0,1,1,1,-1
TCGA-C8-A26Z,1,2,0,1,2,-1,-1,-1,1,-1,1,1,2,2,1,2,2,1,-1,2,2,1,1,0,1,0
TCGA-E9-A1R6,1,0,1,1,1,1,2,1,1,-1,1,1,0,1,0,0,0,-1,-1,0,1,1,1,-1,1,-1
TCGA-EW-A2FS,0,1,-1,1,2,-1,0,-1,1,-1,1,0,1,2,-1,1,1,0,-1,1,2,1,0,0,0,-1
TCGA-A2-A3XT,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1
TCGA-JL-A3YX,1,2,-1,-1,0,0,0,-1,-1,0,-1,1,2,0,-1,2,2,0,0,2,0,-1,1,0,1,1
TCGA-LQ-A4E4,0,0,0,1,-1,-1,-1,0,1,-1,1,0,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,-1
TCGA-AR-A24U,2,1,-2,0,0,0,0,-1,0,-1,0,2,1,0,0,1,1,0,-1,1,0,0,2,0,2,1
TCGA-B6-A0X1,2,1,1,-1,2,0,2,-2,-1,-1,-1,2,1,2,0,1,1,-1,-1,1,2,-1,2,-1,2,0
TCGA-A2-A3XZ,-1,1,-1,0,0,0,0,-1,0,-1,0,-1,1,0,0,1,1,0,-1,1,0,0,0,0,-1,0
TCGA-B6-A3ZX,2,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,2,0,2,-1
TCGA-E2-A1B6,1,0,1,0,0,0,0,1,0,-1,0,1,0,0,-1,0,0,0,-1,0,0,0,1,0,1,0
TCGA-E9-A2JT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-A7-A26J,1,1,-1,1,2,-1,0,-1,1,1,1,1,1,2,0,1,1,-1,1,1,2,1,1,1,1,0
TCGA-AO-A126,1,0,-1,0,2,-1,0,-1,0,-1,0,1,0,2,0,0,0,0,-1,0,2,0,0,0,1,-1
TCGA-BH-A1EU,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,0,1,1,-1,-1,1,0,1,1,-1,1,-1
TCGA-BH-A1EW,1,1,-1,1,1,-1,0,-1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,-1
TCGA-AR-A251,2,0,-1,1,0,0,-2,-1,1,1,1,2,0,0,-2,0,0,0,1,0,0,1,2,1,2,-2
TCGA-A2-A3XW,0,0,0,0,0,-1,0,0,2,-1,1,0,0,0,0,0,0,-1,-1,0,0,2,0,-1,0,-1
TCGA-AR-A1AK,1,1,-1,1,2,-1,0,-1,1,0,1,1,1,2,0,1,1,0,0,1,2,1,1,0,1,-1
TCGA-AO-A0JD,-1,1,0,1,2,2,-2,0,1,-1,1,-1,1,2,-2,1,1,1,-1,1,2,1,-1,-1,-1,0
TCGA-BH-A1F8,0,0,-1,1,1,-1,-1,-1,1,-1,1,0,0,1,0,0,0,0,-1,0,1,1,0,0,0,-1
TCGA-AO-A12B,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
TCGA-AR-A1AP,1,1,-1,1,2,-1,-1,-1,1,0,1,1,1,2,0,1,1,0,0,1,2,1,1,-1,1,0
TCGA-GM-A2DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AR-A2LE,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-OL-A5D8,2,2,1,0,0,-1,0,1,0,-1,0,2,2,0,0,2,2,0,-1,2,0,0,2,0,2,0
TCGA-E9-A1N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-A8-A0AD,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1
TCGA-BH-A0B5,0,2,0,0,-1,-1,0,0,0,-1,0,0,2,-1,-1,2,2,-1,-1,2,-1,0,0,-1,0,0
TCGA-BH-A0HY,1,2,-2,1,2,-1,1,-2,1,-2,1,1,2,2,-1,2,2,-1,-2,2,2,1,1,0,1,1
TCGA-E9-A227,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-GM-A2DO,1,0,-1,0,2,-1,0,-1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,1,0
TCGA-GM-A3XG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A1B0,2,1,-1,1,1,1,0,-1,1,-1,1,2,1,1,0,1,1,-1,-1,1,1,1,2,1,2,0
TCGA-E2-A1L8,-1,1,-1,0,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,-1
TCGA-E9-A244,1,2,-1,1,1,1,1,-1,1,-1,1,1,2,1,-1,2,2,1,-1,2,1,1,1,1,1,0
TCGA-A7-A13G,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E2-A107,1,1,1,0,2,-1,-1,1,0,1,0,1,1,2,0,1,1,-1,1,1,2,0,1,-1,1,-1
TCGA-BH-A0HK,0,1,-1,0,2,-1,0,-1,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-D8-A1XY,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1
TCGA-JL-A3YW,1,1,-2,1,0,1,-1,-2,1,-1,1,1,1,0,0,1,1,-1,-1,1,0,1,1,-1,1,0
TCGA-A1-A0SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AC-A2FM,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,-1,1,1
TCGA-E2-A1LG,2,1,-2,0,0,0,0,-2,0,-1,0,2,1,0,0,1,1,-1,-1,1,0,0,2,1,2,-2
TCGA-E2-A574,1,1,-2,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1
TCGA-BH-A0H3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-A2-A3Y0,2,1,0,0,1,-1,0,0,0,-1,0,2,1,1,-1,1,1,0,-1,1,1,0,2,1,2,-2
TCGA-D8-A1XA,0,0,0,1,0,0,-1,0,1,-1,1,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,-1
TCGA-E2-A1IH,1,2,-1,1,-1,-1,-1,-1,1,-1,1,1,2,-1,0,2,2,0,-1,2,-1,1,1,0,1,0
TCGA-AN-A0XN,2,1,-1,1,1,1,-1,-1,1,-1,1,2,1,1,-1,1,1,0,-1,1,1,1,2,1,2,-1
TCGA-AR-A24N,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,2,0,2,-1
TCGA-D8-A4Z1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
TCGA-A7-A4SF,-1,1,-1,2,0,-1,-1,-1,2,-1,2,-1,1,0,1,1,1,0,-1,1,0,2,1,1,-1,-1
TCGA-A8-A08O,0,0,-1,0,0,-1,0,-1,0,-2,0,0,0,0,-1,0,0,-1,-2,0,0,0,0,0,0,-1
TCGA-E2-A1IF,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,1,1,0,0,1,0,0,0,0,0,0
TCGA-E2-A1IK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-C8-A27A,-1,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,-1,2,0,0,-1,-1,0,-1,1,2,-1,-1,0
TCGA-EW-A1J1,1,0,1,0,1,-1,-1,1,0,-1,0,1,0,1,0,0,0,-1,-1,0,1,0,1,-1,1,0
TCGA-E2-A1L6,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E2-A10F,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,1,1,-1,-1,1,0,0,0,0,0,0
TCGA-BH-A0E1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
TCGA-BH-A0BZ,2,1,2,1,0,0,-1,2,1,-1,1,2,1,0,-1,1,1,-1,-1,1,0,1,2,1,2,-1
TCGA-B6-A0WT,0,1,-1,0,0,-1,0,-1,0,0,0,0,1,0,0,1,1,-1,0,1,0,0,0,1,0,0
TCGA-AC-A2QI,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-OL-A66J,0,0,-1,0,2,-1,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
TCGA-AR-A5QQ,1,0,-1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,-1,-1,0,0,0,1,0,1,-1
TCGA-B6-A0WZ,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-AC-A2FF,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A4E0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E9-A1NC,2,0,-1,0,0,0,0,-1,0,-1,0,2,0,0,0,0,0,0,-1,0,0,0,2,0,2,0
TCGA-E9-A2JS,1,1,-1,1,1,0,-1,-1,1,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,0,1,0
TCGA-B6-A0RE,1,2,-1,1,1,0,-1,-2,1,-1,1,1,2,1,-1,2,2,0,-1,2,1,1,1,0,1,-1
TCGA-E2-A1IL,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,1,0,0,-1,1,0,-1
TCGA-D8-A1JH,1,0,1,1,0,0,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
TCGA-A7-A426,1,1,-1,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,-1,0,1,0,0,1,0,1,0
TCGA-BH-A1FJ,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,-1,-1,1,0,0,0,0,0,-1
TCGA-BH-A0BV,0,2,-1,1,2,-1,0,-1,1,0,1,0,2,2,0,2,2,0,0,2,2,1,0,0,0,-1
TCGA-E9-A1N4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
TCGA-LL-A441,1,1,-1,1,0,1,-1,-1,1,-1,1,1,1,0,-1,1,1,0,-1,1,0,1,1,1,1,0
TCGA-C8-A26W,1,0,-1,0,2,-1,0,-1,0,-1,0,1,0,2,0,0,0,0,-1,0,2,0,1,0,1,0
TCGA-BH-A1FN,2,2,-1,1,1,0,0,-1,1,-1,1,2,2,1,1,2,2,0,-1,2,1,1,2,-1,2,-1
TCGA-BH-A0C0,2,-1,-1,1,0,0,-1,-1,1,-1,1,2,-1,0,-1,-1,-1,1,-1,-1,0,1,2,0,2,-1
TCGA-E9-A1RD,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,-1
TCGA-D8-A1JF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1
